"houseID","yearBuilt","lastSoldPrice","latitude","longitude","homeType","architecturalStyle","bathrooms","bedrooms","livingArea","lotSize","stories","constructionMaterials","hasAttachedGarage","hasFireplace","hasView"
3630,1955,1810000,45.40062332,-122.7122955,"SINGLE_FAMILY","Daylight Ranch",4,4,3432,7840,2,"cedar",0,1,1
3631,2003,1030000,45.35653687,-122.6371536,"SINGLE_FAMILY","Country French",5,4,5160,9147,3,"lap siding",1,1,1
3632,1972,385000,45.38769913,-122.5913696,"SINGLE_FAMILY","Traditional",2,3,1488,6534,3,"other",1,1,1
3633,1947,365000,45.52365875,-122.4650726,"SINGLE_FAMILY","Ranch",2,3,1420,10890,1,"wood siding",1,NA,0
3634,1999,625000,45.34970093,-122.6475296,"TOWNHOUSE","Traditional",4,3,4020,8276,3,"lap siding",1,1,1
3635,2002,1083000,45.41665649,-122.6864166,"SINGLE_FAMILY","Traditional",4,5,3508,15245,2,"cedar",1,1,1
3636,1920,690000,45.34122086,-122.6557465,"SINGLE_FAMILY","Craftsman",3,5,2582,NA,3,"man made",1,1,1
3637,1923,859000,45.53847504,-122.6222687,"SINGLE_FAMILY","Dutch Colonial",3,4,2952,4791,3,"cedar",0,1,0
3638,1974,525000,45.52845001,-122.4938583,"SINGLE_FAMILY",NA,4,8,3028,8712,2,"t-111 siding",1,1,1
3639,1972,456000,45.4752388,-122.8857956,"SINGLE_FAMILY",NA,2,4,1886,8756,NA,"wood frame",NA,1,0
3640,2004,525000,45.46271515,-122.8603516,"SINGLE_FAMILY","Craftsman",3,4,2527,5227,2,"cement siding",1,1,1
3641,2002,416000,45.52547455,-122.9243088,"SINGLE_FAMILY",NA,2.5,3,1500,3484,NA,"wood frame",NA,1,0
3642,1920,370000,45.51647568,-122.9795532,"SINGLE_FAMILY","Farmhouse",1,4,1674,8712,2,"aluminum siding",NA,NA,1
3643,2003,450000,45.47630692,-122.3692398,"SINGLE_FAMILY","Traditional",3,4,1886,4356,2,"lap siding",1,1,0
3644,2020,459000,45.49277115,-122.9027328,"TOWNHOUSE","Townhouse",3,3,1852,2178,2,"lap siding",1,NA,1
3645,1959,750000,45.40235519,-122.7029495,"SINGLE_FAMILY","Ranch",3,4,2852,16988,2,"board & batten siding",1,1,1
3646,1975,3000,45.3332901,-122.6291962,"SINGLE_FAMILY",NA,1.5,3,1110,10010,NA,"NA",NA,NA,0
3647,1926,560000,45.47300339,-122.6961212,"SINGLE_FAMILY","Bungalow",3,4,1360,8276,2,"t-111 siding",0,NA,1
3648,1909,857500,45.53726196,-122.6277924,"SINGLE_FAMILY",NA,3,4,2400,4000,NA,"NA",NA,1,0
3649,1989,642000,45.43095016,-122.7268677,"SINGLE_FAMILY","Traditional",3,4,2522,5227,2,"lap siding",1,1,0
3650,1961,696000,45.47512054,-122.6938705,"SINGLE_FAMILY","Ranch",3,3,2373,6098,2,"lap siding",1,1,0
3651,1990,885000,45.49148941,-122.7403259,"SINGLE_FAMILY","Traditional",4,5,4161,23086,2,"wood siding",1,1,1
3652,2005,547000,45.42993927,-122.4999619,"SINGLE_FAMILY","Traditional",4,4,3090,4356,3,"brick",1,1,1
3653,1977,745000,45.39318848,-122.713028,"SINGLE_FAMILY","Traditional",3,4,3711,10454,2,"wood siding",1,1,1
3654,2004,725000,45.41819382,-122.7694092,"SINGLE_FAMILY","Craftsman",3,4,2821,7405,2,"stone",1,1,1
3655,1999,470000,45.34827805,-122.8582993,"SINGLE_FAMILY","Traditional",3,4,2090,5227,2,"cement siding",1,1,0
3656,1976,525000,45.51498413,-122.8008881,"SINGLE_FAMILY",NA,3,4,1771,11325,2,"cement siding",1,1,1
3657,2006,350000,45.49928665,-122.9083023,"SINGLE_FAMILY",NA,2,5,1435,1742,2,"vinyl siding",0,0,0
3658,1944,190000,45.48192215,-122.5559921,"SINGLE_FAMILY",NA,1,2,752,3381,NA,"NA",NA,NA,0
3659,1964,330000,45.40726089,-122.8002625,"SINGLE_FAMILY","Ranch",1,2,1160,3920,1,"cedar",1,1,1
3660,1953,479900,45.46507263,-122.3394699,"SINGLE_FAMILY","Ranch",2,2,1552,33976,1,"vinyl siding",NA,1,1
3661,1977,320000,45.51148605,-122.94104,"SINGLE_FAMILY",NA,2,3,1495,10454,NA,"wood frame",NA,1,0
3662,2006,650000,45.48103714,-122.676651,"TOWNHOUSE",NA,3,2,2178,1306,NA,"NA",NA,1,1
3663,1999,861000,45.48421097,-122.7421646,"SINGLE_FAMILY","Traditional",4,4,3707,40946,3,"wood siding",1,1,1
3664,2000,344000,45.48949432,-122.5447083,"SINGLE_FAMILY",NA,2,3,1149,5172,NA,"NA",NA,NA,0
3665,1908,650000,45.49456024,-122.6330032,"SINGLE_FAMILY","Other",2,4,4203,10018,2,"wood siding",1,1,0
3666,1978,390000,45.50178909,-122.8797379,"SINGLE_FAMILY","Ranch",2,3,1551,6969,1,"t-111 siding",1,1,0
3667,2000,435268,45.42511368,-122.8117142,"TOWNHOUSE","Traditional",3,3,1772,2178,3,"cement siding",1,1,0
3668,2003,526000,45.48996735,-122.6764984,"TOWNHOUSE","Contemporary",4,3,1962,NA,3,"cement siding",1,1,1
3669,1974,535000,45.47426224,-122.7138977,"SINGLE_FAMILY",NA,2,3,1386,4791,2,"wood siding",1,1,0
3670,2012,429000,45.51492691,-122.891304,"SINGLE_FAMILY","Craftsman",3,4,1872,3049,2,"stone",1,1,1
3671,1976,592500,45.44591522,-122.5654373,"SINGLE_FAMILY",NA,3,3,2589,10890,2,"cedar",1,1,1
3672,1956,625000,45.40345383,-122.6749725,"SINGLE_FAMILY","Daylight Ranch",2,4,2319,10018,2,"wood siding",0,1,1
3673,1996,1400000,45.55208588,-122.7714615,"SINGLE_FAMILY","Traditional",4,5,6031,156816,4,"shingle siding",1,1,1
3674,1972,419000,45.51258469,-122.4434052,"SINGLE_FAMILY","Ranch",2,3,1676,7840,1,"lap siding",1,1,0
3675,1998,610000,45.56472778,-122.8264008,"SINGLE_FAMILY",NA,3,4,1977,5227,2,"vinyl siding",1,1,1
3676,1997,445000,45.49604797,-122.3886642,"SINGLE_FAMILY","Traditional",3,4,2505,8712,3,"lap siding",1,1,1
3677,2003,520100,45.46815109,-122.4991989,"SINGLE_FAMILY","Craftsman",3,3,1866,5227,2,"stone",1,1,1
3678,1996,1355000,45.39381027,-122.8871918,"SINGLE_FAMILY","Custom Style",3,3,3225,1728896,2,"cedar",NA,NA,1
3679,2019,879000,45.48921967,-122.9212723,"SINGLE_FAMILY","Farmhouse",3,3,2914,10018,1,"stone",1,1,0
3680,1939,1300,45.50390625,-122.5598068,"SINGLE_FAMILY",NA,1,3,1580,13640,NA,"NA",NA,1,0
3681,1990,507000,45.4832077,-122.4449005,"SINGLE_FAMILY","Daylight Ranch",3,4,3266,13068,2,"lap siding",1,1,1
3682,1974,715000,45.39831161,-122.7040634,"SINGLE_FAMILY",NA,3,5,2472,17313,NA,"NA",NA,1,0
3683,1988,700000,45.51374435,-122.6950073,"CONDO","Contemporary",4,3,2618,2178,3,"cement siding",1,1,1
3684,1970,425000,45.43121338,-122.7051926,"TOWNHOUSE","Townhouse",3,3,2012,2613,2,"wood siding",1,1,0
3685,2020,597400,45.48317337,-122.8968811,"SINGLE_FAMILY",NA,3,4,2947,5662,2,"brick",1,1,1
3686,1942,532000,45.58190918,-122.7057114,"SINGLE_FAMILY","Ranch",2,3,1923,5662,2,"wood siding",1,1,0
3687,1992,406000,45.52914429,-122.3847504,"SINGLE_FAMILY","Traditional",3,3,1706,7840,2,"lap siding",1,1,1
3688,1956,350000,45.44329453,-122.6145096,"SINGLE_FAMILY",NA,1,3,1104,7405,1,"wood siding",1,1,0
3689,1996,557000,45.46571732,-122.8582458,"SINGLE_FAMILY","Traditional",3,4,2634,9583,2,"brick",1,1,1
3690,1926,345000,45.47480011,-122.6055832,"SINGLE_FAMILY",NA,1,2,1516,5750,NA,"NA",NA,1,0
3691,1940,400000,45.52370834,-122.9822083,"SINGLE_FAMILY","Mid-Century Modern",1,3,2279,4356,3,"vinyl siding",0,1,0
3692,1938,793000,45.46875,-122.6454391,"SINGLE_FAMILY","Tudor",4,4,3209,5662,3,"asbestos",0,1,0
3693,1984,425000,45.49107742,-122.441452,"SINGLE_FAMILY","Ranch",2,3,1396,10018,1,"wood siding",1,1,1
3694,2007,360000,45.4982338,-122.8563766,"SINGLE_FAMILY","Contemporary",3,3,1710,2613,2,"lap siding",1,1,0
3695,1987,850000,45.45550919,-122.8844986,"SINGLE_FAMILY",NA,5,4,5186,45302,NA,"wood frame",NA,1,0
3696,1997,562990,45.56327057,-122.8285217,"SINGLE_FAMILY","Traditional",3,4,2418,5227,2,"brick",1,1,1
3697,1960,508000,45.50865555,-122.5213318,"SINGLE_FAMILY","Ranch",3,3,3330,10454,2,"wood composite",0,1,1
3698,1906,285715,45.58000183,-122.7334824,"SINGLE_FAMILY",NA,1,2,736,3300,NA,"NA",NA,NA,0
3699,2017,325000,45.49254227,-122.5331039,"CONDO",NA,3,3,1528,NA,2,"cement siding",1,NA,0
3700,1951,586000,45.46517181,-122.6211395,"SINGLE_FAMILY","Ranch",2,3,1612,4791,1,"shake siding",0,1,1
3701,1955,408000,45.4495697,-122.603775,"SINGLE_FAMILY","Ranch",1,3,1118,6969,1,"lap siding",0,1,1
3702,1964,275500,45.41003799,-122.7967072,"SINGLE_FAMILY","Ranch",1,2,779,3920,1,"cedar",1,0,0
3703,1926,300000,45.52782059,-122.5831604,"SINGLE_FAMILY",NA,1,2,1044,7800,NA,"NA",NA,NA,0
3704,2008,230000,45.41597748,-122.7879639,"TOWNHOUSE","Townhouse",1,1,715,NA,2,"stone",1,1,0
3705,1919,265000,45.59780121,-122.7514877,"SINGLE_FAMILY","Traditional",1,3,1098,4791,1,"vinyl siding",NA,1,0
3706,1983,353500,45.47948837,-122.4467087,"SINGLE_FAMILY",NA,2,3,1595,7405,2,"t-111 siding",1,0,1
3707,1928,327500,45.54067612,-122.6563644,"CONDO","Mediterranean/Mission/Spanish",1,2,906,NA,2,"stucco",NA,NA,0
3708,2018,360000,45.56999969,-122.8333359,"CONDO","Traditional",3,2,1371,871,3,"cement siding",1,1,1
3709,1941,500000,45.43932343,-122.6311569,"SINGLE_FAMILY","Capecod",2,4,2460,4791,2,"aluminum siding",NA,1,0
3710,1999,539000,45.4103508,-122.8039398,"SINGLE_FAMILY","Traditional",3,4,2840,5227,2,"cement siding",1,1,1
3711,1976,650000,45.38619614,-122.6434174,"SINGLE_FAMILY","Craftsman",3,5,2536,10018,2,"brick",1,1,0
3712,1981,380000,45.47084427,-122.86203,"TOWNHOUSE","Townhouse",2,3,1644,3484,3,"wood siding",1,NA,0
3713,2010,620000,45.52912903,-122.7855606,"SINGLE_FAMILY","Traditional",3,5,2306,5227,2,"stone",1,1,1
3714,1916,557000,45.4603157,-122.6841507,"SINGLE_FAMILY","Ranch",3,4,2655,8712,1,"cedar",1,1,0
3715,1976,570000,45.38591003,-122.6423874,"SINGLE_FAMILY","Ranch",2,4,1662,11761,1,"cedar",1,1,0
3716,1941,850000,45.56598663,-122.6279068,"SINGLE_FAMILY","Bungalow",2,4,2585,10890,2,"wood siding",0,1,0
3717,2000,435000,45.52182388,-122.9309464,"SINGLE_FAMILY","Traditional",3,4,1689,2613,2,"vinyl siding",1,1,1
3718,1911,765000,45.53622818,-122.6236725,"SINGLE_FAMILY","Craftsman",3,3,2542,4791,3,"lap siding",0,1,0
3719,2005,500000,45.44203186,-122.8166122,"SINGLE_FAMILY","Craftsman",3,4,1892,2613,2,"stone",1,1,0
3720,1967,465000,45.4858284,-122.8637314,"SINGLE_FAMILY","Ranch",2,3,988,7405,1,"wood siding",1,1,0
3721,2015,405000,45.39760208,-122.7998352,"TOWNHOUSE","Townhouse",3,3,1527,1742,2,"cement siding",1,NA,0
3722,1998,390000,45.51177597,-122.8657379,"SINGLE_FAMILY","Contemporary",3,3,1517,2178,2,"t-111 siding",1,0,0
3723,2019,1050000,45.40437317,-122.7283249,"SINGLE_FAMILY","Custom Style",4,4,3284,8712,NA,"NA",NA,NA,0
3724,1941,521000,45.46676636,-122.604454,"SINGLE_FAMILY","Bungalow",2,3,1982,4791,3,"wood siding",0,1,0
3725,2018,530000,45.48429871,-122.8610001,"SINGLE_FAMILY","Traditional",3,4,2402,3049,2,"cement siding",1,1,1
3726,1930,1300000,45.29356384,-122.6072388,"SINGLE_FAMILY","Ranch",2,3,1872,1768536,1,"cedar",1,1,1
3727,1943,500000,45.60242462,-122.7593384,"SINGLE_FAMILY",NA,2,4,2052,5227,NA,"NA",NA,1,0
3728,1979,710000,45.27341843,-122.5761185,"SINGLE_FAMILY","Contemporary",3,3,2992,217364,3,"cedar",1,1,0
3729,2014,865000,45.44910049,-122.7182693,"SINGLE_FAMILY","Craftsman",3,4,3073,8712,2,"stone",1,1,1
3730,1977,619000,45.31105423,-122.5425415,"SINGLE_FAMILY",NA,3,3,1867,20037,2,"cement siding",1,1,0
3731,2003,798263,45.5344429,-122.8085327,"SINGLE_FAMILY","Traditional",3,4,3229,6098,2,"brick",1,1,1
3732,1924,515000,45.54914856,-122.5815582,"SINGLE_FAMILY","Bungalow",2,2,1074,4791,2,"asbestos",0,NA,0
3733,2017,938000,45.55334854,-122.8143692,"SINGLE_FAMILY",NA,4,6,4188,5227,NA,"NA",NA,1,0
3734,1952,299000,45.50929642,-122.5137863,"SINGLE_FAMILY",NA,1,2,730,6534,1,"board & batten siding",0,NA,0
3735,1928,930000,45.50587845,-122.7036285,"SINGLE_FAMILY","English",4,4,4040,6969,3,"stucco",1,1,0
3736,2000,505000,45.5341835,-122.9845276,"SINGLE_FAMILY","Traditional",3,4,2443,5227,2,"cement siding",1,1,1
3737,2020,372150,45.48167038,-122.8997421,"TOWNHOUSE",NA,3,3,1689,2178,NA,"NA",NA,NA,0
3738,1924,595000,45.57791519,-122.6904221,"SINGLE_FAMILY","Bungalow",1,3,1819,4791,3,"aluminum siding",0,1,0
3739,1969,745000,45.44337463,-122.5445175,"SINGLE_FAMILY","Daylight Ranch",3,4,4614,35283,2,"lap siding",1,1,1
3740,1964,456000,45.50801086,-122.8115921,"SINGLE_FAMILY","Ranch",2,3,1390,7840,1,"lap siding",1,1,0
3741,1956,850000,45.49574661,-122.7023773,"SINGLE_FAMILY","Mid-Century Modern",3,4,2436,5662,2,"wood siding",1,1,1
3742,2020,820000,45.40586853,-122.6724625,"SINGLE_FAMILY","Bungalow",3,3,2066,5000,2,"board & batten siding",1,1,1
3743,1997,515000,45.42926025,-122.7966385,"SINGLE_FAMILY","Traditional",3,3,2112,6098,2,"brick",1,1,0
3744,2006,269700,45.35497665,-122.8638458,"TOWNHOUSE","Contemporary",3,2,1126,NA,2,"cement siding",1,1,0
3745,1969,575000,45.46266937,-122.7962265,"SINGLE_FAMILY","Daylight Ranch",3,4,2671,6534,2,"brick",1,1,0
3746,1984,365000,45.53437424,-122.443161,"SINGLE_FAMILY","NW Contemporary",2,3,1358,7840,1,"man made",1,1,0
3747,1974,540000,45.54614258,-122.6469727,"SINGLE_FAMILY","Ranch",2,3,1176,4791,1,"man made",1,NA,0
3748,1982,1400000,45.49875641,-122.7028503,"SINGLE_FAMILY","Contemporary",5,4,5000,14810,4,"cedar",1,1,1
3749,1990,830000,45.41478348,-122.7284775,"SINGLE_FAMILY","Traditional",4,3,3098,8276,2,"brick",1,1,0
3750,1955,365000,45.52146912,-122.529129,"SINGLE_FAMILY","Ranch",2,3,1408,7840,1,"brick",1,1,0
3751,2021,809000,45.4885025,-122.921814,"SINGLE_FAMILY","Traditional",3,3,2571,NA,1,"stone",1,1,0
3752,1998,1418500,45.32221222,-122.85289,"SINGLE_FAMILY","Ranch",5,3,3994,212137,1,"cedar",1,1,1
3753,2002,440000,45.53123856,-122.9847183,"SINGLE_FAMILY","Traditional",3,4,1873,7405,2,"lap siding",1,1,1
3754,2020,750000,45.5578537,-122.6119995,"CONDO","Farmhouse",3,3,2004,NA,2,"wood siding",NA,0,1
3755,1997,605000,45.55405807,-122.8496017,"SINGLE_FAMILY","Traditional",3,5,2236,6534,2,"wood siding",1,1,0
3756,1992,725000,45.40999603,-122.8190079,"SINGLE_FAMILY",NA,3,5,3536,16552,2,"brick",1,1,1
3757,1984,451000,45.48685837,-122.8830338,"SINGLE_FAMILY","Traditional",2,3,1394,5227,2,"cement siding",1,1,1
3758,1975,800000,45.4927063,-122.6290817,"TOWNHOUSE",NA,0,0,3793,0,NA,"NA",NA,1,0
3759,2005,310000,45.45120239,-122.8349609,"TOWNHOUSE","Townhouse",3,2,1323,1306,3,"cement siding",1,1,1
3760,1996,540000,45.36199188,-122.6477966,"TOWNHOUSE","Townhouse",3,2,1624,2613,2,"cedar",1,1,0
3761,1964,565865,45.51171875,-122.8052444,"SINGLE_FAMILY","Daylight Ranch",3,4,2808,7840,2,"lap siding",1,1,1
3762,2020,650000,45.43231964,-122.8564987,"SINGLE_FAMILY","Prairie",3,4,2618,4356,2,"cement siding",1,1,1
3763,1996,460000,45.33218384,-122.6177444,"SINGLE_FAMILY","Ranch",2,3,1404,8276,1,"cement siding",1,1,1
3764,1916,230000,45.45146179,-122.6032486,"SINGLE_FAMILY","Farmhouse",1,2,1003,6098,2,"other",NA,NA,0
3765,1926,550000,45.57121277,-122.6855927,"SINGLE_FAMILY","Bungalow",2,3,1532,4791,2,"stucco",1,1,0
3766,2003,323000,45.54898453,-122.5038071,"TOWNHOUSE","Townhouse",3,3,1327,1742,3,"cement siding",1,1,1
3767,2004,598000,45.44460297,-122.5237656,"SINGLE_FAMILY",NA,3,4,3558,6969,2,"cement siding",1,1,1
3768,1998,520000,45.52190018,-122.9042587,"SINGLE_FAMILY","Traditional",3,3,2548,3920,3,"t-111 siding",1,1,1
3769,1986,248100,45.49727631,-122.9577179,"TOWNHOUSE","Townhouse",2,2,943,NA,1,"t-111 siding",0,0,0
3770,2006,875000,45.54346085,-122.7639847,"SINGLE_FAMILY","Traditional",4,4,4638,17424,2,"stone",1,1,1
3771,2019,420000,45.48329163,-122.4089203,"SINGLE_FAMILY","Traditional",3,3,1671,4791,2,"cement siding",1,0,0
3772,1972,339500,45.52009583,-122.7234039,"CONDO","Ranch",2,2,1040,NA,1,"t-111 siding",0,1,1
3773,2020,1025000,45.50062561,-122.79702,"SINGLE_FAMILY","NW Contemporary",3,5,3475,6969,2,"stone",1,1,1
3774,1972,325000,45.49780655,-122.4005966,"SINGLE_FAMILY",NA,1,3,936,7405,1,"vinyl siding",1,NA,0
3775,2015,465000,45.50466156,-122.8219528,"SINGLE_FAMILY","Contemporary",3,3,1539,1306,3,"cement siding",1,NA,0
3776,1956,250000,45.53610229,-122.5125885,"SINGLE_FAMILY",NA,1.5,3,1340,8598,NA,"NA",NA,1,0
3777,1951,355000,45.41370773,-122.8791199,"SINGLE_FAMILY","Bungalow",1,1,616,16117,1,"wood siding",NA,0,0
3778,1907,540000,45.46124649,-122.6442566,"SINGLE_FAMILY","Bungalow",2,3,1680,4791,3,"cement siding",0,NA,0
3779,1951,347000,45.5182457,-122.5473328,"SINGLE_FAMILY","Ranch",1,2,860,6098,1,"metal siding",1,1,0
3780,2021,400450,45.42902374,-122.8530731,"TOWNHOUSE","Contemporary",3,2,1321,871,3,"cement siding",1,NA,1
3781,1921,485000,45.50481033,-122.5972137,"SINGLE_FAMILY",NA,1,3,2010,5000,NA,"NA",NA,1,0
3782,2001,712500,45.35637665,-122.8542709,"SINGLE_FAMILY","Traditional",3,4,2604,6969,2,"cement siding",1,1,0
3783,1999,269000,45.53481293,-122.4888611,"CONDO","Row House",3,2,1528,1742,2,"wood composite",1,1,0
3784,1993,417900,45.53157043,-122.9901657,"SINGLE_FAMILY","Ranch",2,3,1511,6098,1,"cedar",1,1,0
3785,1979,525000,45.46896744,-122.7490616,"SINGLE_FAMILY","Contemporary",3,3,1697,14810,2,"board & batten siding",1,1,1
3786,1980,383000,45.48007202,-122.4500351,"SINGLE_FAMILY","Ranch",2,3,1530,7840,1,"wood siding",1,1,1
3787,1925,430000,45.45651627,-122.6316299,"SINGLE_FAMILY","Bungalow",1,3,1871,17424,3,"metal siding",NA,1,0
3788,2006,630000,45.51686096,-122.6847763,"CONDO","Contemporary",2,2,1454,NA,1,"other",1,NA,1
3789,1992,1110000,45.39157104,-122.7162933,"SINGLE_FAMILY","Colonial",4,5,4549,21344,3,"cedar",1,1,1
3790,2013,589000,45.49123383,-122.6248474,"SINGLE_FAMILY","Traditional",3,4,1972,2613,2,"cement siding",1,1,0
3791,1970,310000,45.42141342,-122.6450119,"SINGLE_FAMILY",NA,1,3,1535,15963,NA,"NA",NA,1,0
3792,2005,610000,45.54924774,-122.6554108,"SINGLE_FAMILY","Contemporary",2,3,1524,2613,2,"cement siding",1,1,0
3793,1942,612000,45.5007782,-122.6165848,"SINGLE_FAMILY","Daylight Ranch",2,4,2502,4791,2,"lap siding",NA,1,0
3794,2020,509990,45.57525635,-122.8363647,"SINGLE_FAMILY","English",3,3,1748,3049,2,"cement siding",1,1,0
3795,1961,482600,45.47198486,-122.799408,"TOWNHOUSE",NA,2,3,1304,10018,1,"wood siding",1,1,0
3796,1960,539900,45.39577866,-122.6415024,"SINGLE_FAMILY","Ranch",2,4,2368,11325,2,"cedar",1,1,1
3797,1994,415500,45.51832962,-122.9401703,"SINGLE_FAMILY","Traditional",3,3,1489,6098,2,"cement siding",1,1,0
3798,1959,330000,45.49771118,-122.4787979,"SINGLE_FAMILY",NA,1,3,1441,7405,1,"cedar",0,1,0
3799,1980,751000,45.37248611,-122.6403275,"SINGLE_FAMILY","Contemporary",3,4,3603,13503,3,"cedar",1,1,1
3800,1910,600000,45.52540588,-122.5763016,"SINGLE_FAMILY","Bungalow",2,3,2782,6969,3,"cedar",0,NA,1
3801,2005,280000,45.51229477,-122.8515472,"TOWNHOUSE","Contemporary",3,2,1184,NA,2,"cement siding",1,1,0
3802,2020,1239000,45.38767624,-122.7425995,"SINGLE_FAMILY","Contemporary",4,4,3623,10454,2,"cement siding",1,1,0
3803,1968,512000,45.41404724,-122.5859756,"SINGLE_FAMILY","Ranch",2,3,1660,10454,1,"lap siding",1,1,0
3804,1942,1075000,45.54175949,-122.585228,"SINGLE_FAMILY","Colonial",4,5,4032,10018,3,"wood siding",1,1,1
3805,1957,349950,45.50943756,-122.4774094,"SINGLE_FAMILY","Ranch",2,4,2132,7405,2,"wood siding",1,1,0
3806,2019,611715,45.49513626,-122.9114075,"SINGLE_FAMILY","Traditional",3,4,2831,3920,2,"lap siding",1,1,1
3807,1923,285000,45.54782486,-122.6225052,"SINGLE_FAMILY",NA,1,2,1165,5000,NA,"NA",NA,1,0
3808,1973,590000,45.39141464,-122.7802277,"SINGLE_FAMILY",NA,3,4,2505,12196,1,"wood siding",1,1,0
3809,1925,108200,45.42606354,-122.6380539,"SINGLE_FAMILY",NA,1,2,828,10454,NA,"NA",NA,0,0
3810,1930,640000,45.55438614,-122.6227264,"SINGLE_FAMILY","English",1,3,2157,5227,3,"stucco",0,1,1
3811,1908,950000,45.46810913,-122.6561661,"SINGLE_FAMILY","Bungalow",2,3,2153,4791,2,"wood siding",0,1,0
3812,2020,704043,45.44123077,-122.7985687,"SINGLE_FAMILY","Traditional",2,4,2009,7405,1,"cement siding",1,1,0
3813,1924,635000,45.55011368,-122.645546,"SINGLE_FAMILY","Bungalow",1,3,2446,4791,3,"wood siding",0,1,0
3814,2013,550000,45.47225189,-122.6213913,"SINGLE_FAMILY","Farmhouse",3,3,1698,2178,2,"cement siding",NA,1,0
3815,1987,970000,45.39319611,-122.7035141,"SINGLE_FAMILY","Traditional",3,4,3000,12632,2,"brick",1,1,0
3816,1969,525000,45.35304642,-122.8394775,"SINGLE_FAMILY",NA,3,4,3790,18730,2,"wood siding",1,1,0
3817,1995,775000,45.4823494,-122.719696,"SINGLE_FAMILY","Farmhouse",3,4,3080,9147,2,"cedar",0,1,1
3818,1997,525000,45.45058441,-122.5246353,"SINGLE_FAMILY","Traditional",3,4,2116,6098,2,"lap siding",1,1,0
3819,1993,575000,45.51096344,-122.9241333,"SINGLE_FAMILY","Traditional",3,4,2075,9147,2,"cement siding",1,NA,0
3820,1990,537700,45.43558502,-122.8059921,"SINGLE_FAMILY","Traditional",3,4,2414,6098,2,"cedar",1,NA,0
3821,1927,266000,45.52796555,-122.6377487,"CONDO","Other",1,1,595,NA,1,"brick",NA,NA,0
3822,1990,248000,45.41570663,-122.589447,"TOWNHOUSE","Townhouse",3,3,1306,641,2,"cement siding",0,1,0
3823,1918,301500,45.5777359,-122.6662064,"SINGLE_FAMILY","Bungalow",1,1,504,4791,1,"wood siding",0,0,0
3824,1980,350000,45.5730896,-122.6416702,"SINGLE_FAMILY","Ranch",2,3,1080,8276,1,"t-111 siding",1,NA,0
3825,1988,790000,45.42637253,-122.7323532,"SINGLE_FAMILY","Traditional",4,4,2970,6969,3,"cedar",1,1,0
3826,1975,430000,45.51248169,-122.4225388,"SINGLE_FAMILY","Ranch",2,3,1508,7840,1,"brick",1,1,0
3827,2002,479000,45.47346497,-122.7068939,"CONDO","Craftsman",3,2,1500,4356,2,"cement siding",1,1,0
3828,1929,525000,45.57572937,-122.6845398,"SINGLE_FAMILY",NA,2,3,1800,5000,NA,"NA",NA,1,0
3829,1980,200000,45.55606461,-122.6461258,"SINGLE_FAMILY",NA,2,3,1008,5000,NA,"NA",NA,1,0
3830,1986,800000,45.52199936,-122.8447418,"SINGLE_FAMILY","Traditional",3,4,2992,13068,1,"brick",1,1,0
3831,1999,625000,45.47117233,-122.7271423,"SINGLE_FAMILY","Traditional",3,4,2681,12196,2,"lap siding",1,1,1
3832,1995,649900,45.46961594,-122.3282623,"SINGLE_FAMILY","Farmhouse",3,4,2647,40075,2,"cement siding",1,1,0
3833,1999,402500,45.50598526,-122.9493103,"SINGLE_FAMILY","Traditional",3,3,1400,4791,2,"vinyl siding",1,1,1
3834,1907,702000,45.56087494,-122.6470642,"SINGLE_FAMILY","Bungalow",1,3,1348,4791,3,"wood siding",NA,1,0
3835,2020,697000,45.49827576,-122.6003342,"SINGLE_FAMILY","Contemporary",3,4,2464,NA,2,"cement siding",1,1,0
3836,1961,430500,45.47275925,-122.7978821,"SINGLE_FAMILY","Ranch",2,3,1351,8276,1,"cedar",1,1,0
3837,1954,290000,45.48338318,-122.5733414,"SINGLE_FAMILY","Ranch",1,3,891,5227,1,"vinyl siding",NA,1,0
3838,2003,135000,45.38766861,-122.5891495,"SINGLE_FAMILY",NA,3,3,1572,14810,NA,"NA",NA,1,0
3839,1968,710000,45.40452194,-122.6936493,"SINGLE_FAMILY","Mid-Century Modern",3,3,2791,12632,2,"wood composite",1,1,0
3840,1903,192500,45.51562881,-122.6861725,"CONDO",NA,1,1,504,NA,1,"brick",NA,NA,0
3841,1947,500000,45.57886887,-122.720253,"SINGLE_FAMILY","Bungalow",1,2,1665,4791,2,"wood siding",1,1,0
3842,1979,456900,45.4471283,-122.8067703,"SINGLE_FAMILY",NA,3,3,1757,7840,2,"wood siding",1,1,0
3843,2020,654900,45.43993378,-122.7939148,"SINGLE_FAMILY","Farmhouse",3,5,3092,NA,3,"board & batten siding",1,1,1
3844,1912,620000,45.54781723,-122.6211014,"SINGLE_FAMILY",NA,3,4,3144,5000,NA,"NA",NA,1,0
3845,1976,390000,45.32750702,-122.596344,"SINGLE_FAMILY",NA,2,4,1364,7405,2,"t-111 siding",1,1,0
3846,1980,490000,45.49775696,-122.9652557,"SINGLE_FAMILY",NA,3,4,2190,7405,2,"vinyl siding",1,1,1
3847,1938,600000,45.52410507,-122.6349106,"SINGLE_FAMILY","Craftsman",1,3,1962,4791,2,"wood siding",NA,0,0
